"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL4532712";"";"0";"314.39";"0";"1.09";"12";"Cc1cccc(OCc2nc(N)nc(N3CCN(C)CC3)n2)c1";"Ki";"'='";"207.0";"nM";"6.68";"";"";"UO_0000065";"21.26";"0.40";"5.59";"8.31";"False";"CHEMBL4366762";"Displacement of [3H]-LSD from human 5-HT6R expressed in human HEK293 cells incubated for 1 hr by radioligand binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4364280";"1";"Scientific Literature";"Eur J Med Chem";"2019";"CHEMBL3307715";""
"CHEMBL568672";"";"0";"319.36";"0";"1.97";"10g";"NCCn1cc(S(=O)(=O)c2cccc(F)c2)c2cccnc21";"Ki";"'='";"4.7";"nM";"8.33";"";"";"UO_0000065";"26.08";"0.52";"6.36";"10.68";"False";"CHEMBL1040173";"Displacement of [3H]LSD from human cloned 5HT6 receptor expressed in HeLa cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155250";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2009";"CHEMBL3308376";""
"CHEMBL231431";"";"0";"444.96";"0";"4.98";"13";"CN1CCc2ccc(NS(=O)(=O)c3ccc(-c4ccc(F)c(Cl)c4)cc3)cc2CC1";"Ki";"'='";"7.943";"nM";"8.10";"";"";"UO_0000065";"18.20";"0.37";"3.12";"16.39";"False";"CHEMBL905984";"Displacement of radioligand from human recombinant 5HT6 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143778";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
"CHEMBL567805";"";"0";"373.45";"0";"3.10";"10h";"O=S(=O)(c1cccc(F)c1)c1cn(CCN2CCCC2)c2ncccc12";"Ki";"'='";"88.0";"nM";"7.06";"";"";"UO_0000065";"18.89";"0.37";"3.96";"12.78";"False";"CHEMBL1040173";"Displacement of [3H]LSD from human cloned 5HT6 receptor expressed in HeLa cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155250";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2009";"CHEMBL3308376";""
"CHEMBL398336";"";"0";"356.43";"0";"2.80";"table 2, R5C4";"Cc1ccccc1OCCNc1cc(N2CCNCC2)ccc1[N+](=O)[O-]";"Ki";"'='";"163.0";"nM";"6.79";"";"";"UO_0000065";"19.04";"0.36";"3.99";"8.52";"False";"CHEMBL924411";"Displacement of [3H]LSD from 5HT6 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140533";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"CHEMBL3307715";""
"CHEMBL248846";"";"0";"370.45";"0";"3.15";"table 2, R5C3";"Cc1ccccc1OCCNc1cc(N2CCN(C)CC2)ccc1[N+](=O)[O-]";"Ki";"'='";"26.0";"nM";"7.58";"";"";"UO_0000065";"20.48";"0.38";"4.44";"10.70";"False";"CHEMBL924411";"Displacement of [3H]LSD from 5HT6 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140533";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"CHEMBL3307715";""
"CHEMBL250677";"";"0";"313.36";"0";"3.14";"26";"CN1CCN(c2ccc([N+](=O)[O-])c(Oc3ccccc3)c2)CC1";"Ki";"'='";"27.0";"nM";"7.57";"";"";"UO_0000065";"24.15";"0.45";"4.43";"12.86";"False";"CHEMBL924411";"Displacement of [3H]LSD from 5HT6 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140533";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"CHEMBL3307715";""
"CHEMBL250804";"";"0";"353.47";"0";"2.88";"table 4, R2C5";"COC(=O)c1ccc(N2CCN(C)CC2)cc1NCCc1ccccc1";"Ki";"'='";"462.0";"nM";"6.33";"";"";"UO_0000065";"17.92";"0.33";"3.46";"14.14";"False";"CHEMBL924411";"Displacement of [3H]LSD from 5HT6 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140533";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"CHEMBL3307715";""
"CHEMBL398636";"";"0";"320.44";"0";"2.96";"table 4, R4C5";"CN1CCN(c2ccc(C#N)c(NCCc3ccccc3)c2)CC1";"Ki";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL924411";"Displacement of [3H]LSD from 5HT6 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140533";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"CHEMBL3307715";""
"CHEMBL402923";"";"0";"387.53";"0";"4.63";"table 4, R6C3";"CN1CCN(c2ccc(OCc3ccccc3)c(NCc3ccccc3)c2)CC1";"Ki";"'='";"928.0";"nM";"6.03";"";"";"UO_0000065";"15.57";"0.28";"1.40";"21.75";"False";"CHEMBL924411";"Displacement of [3H]LSD from 5HT6 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140533";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"CHEMBL3307715";""
"CHEMBL250663";"";"0";"286.34";"0";"2.58";"figure 1, 3";"NCCNc1ccc([N+](=O)[O-])c(NCc2ccccc2)c1";"Ki";"'='";"1490.0";"nM";"5.83";"";"";"UO_0000065";"20.35";"0.38";"3.25";"6.25";"False";"CHEMBL924411";"Displacement of [3H]LSD from 5HT6 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140533";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"CHEMBL3307715";""
"CHEMBL30713";"";"0";"174.25";"0";"2.06";"17, AMT, alpha-MT";"CC(N)Cc1c[nH]c2ccccc12";"Ki";"'='";"912.01";"nM";"6.04";"";"";"UO_0000065";"34.66";"0.63";"3.98";"14.45";"False";"CHEMBL2393671";"Displacement of [3H]LSD from human recombinant 5-HT6 receptor expressed in HEK293 cells after 1 to 1.5 hrs by scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2390840";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"CHEMBL3307715";""
"CHEMBL1668581";"";"0";"371.85";"0";"3.38";"39";"CSc1nn2ccc(C)nc2c1S(=O)(=O)c1ccc(F)c(Cl)c1";"Ki";"'='";"7.943";"nM";"8.10";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1670878";"Antagonist activity at human recombinant 5HT6 receptor expressed in HEK293 cells assessed as inhibition of serotonin-induced cAMP accumulation after 2 hrs";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1667859";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";"CHEMBL3307715";""
"CHEMBL1668586";"";"0";"302.36";"0";"1.91";"43";"CNc1nn2c(C)ccnc2c1S(=O)(=O)c1ccccc1";"Ki";"'='";"0.2399";"nM";"9.62";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1670878";"Antagonist activity at human recombinant 5HT6 receptor expressed in HEK293 cells assessed as inhibition of serotonin-induced cAMP accumulation after 2 hrs";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1667859";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";"CHEMBL3307715";""
"CHEMBL1668575";"";"0";"323.37";"0";"2.42";"11";"CSc1nn2cccnc2c1S(=O)(=O)c1ccc(F)cc1";"Ki";"'='";"131.83";"nM";"6.88";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1670878";"Antagonist activity at human recombinant 5HT6 receptor expressed in HEK293 cells assessed as inhibition of serotonin-induced cAMP accumulation after 2 hrs";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1667859";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";"CHEMBL3307715";""
"CHEMBL1668587";"";"0";"346.41";"0";"2.06";"47";"CNc1nn2c(COC)cc(C)nc2c1S(=O)(=O)c1ccccc1";"Ki";"'='";"7.586";"nM";"8.12";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1670878";"Antagonist activity at human recombinant 5HT6 receptor expressed in HEK293 cells assessed as inhibition of serotonin-induced cAMP accumulation after 2 hrs";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1667859";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";"CHEMBL3307715";""
"CHEMBL1642851";"";"0";"442.97";"0";"3.71";"18b";"Cl.O=S(=O)(c1cccc2ccccc12)c1n[nH]c2ccc(NC3CCNCC3)cc12";"Ki";"'='";"0.7";"nM";"9.15";"";"";"UO_0000065";"22.52";"0.43";"5.44";"10.54";"False";"CHEMBL1647098";"Displacement of [3H]-LSD from cloned human 5-HT6 receptor expressed in human HeLa cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641413";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";"CHEMBL3308376";""
"CHEMBL1642873";"";"0";"458.97";"0";"3.44";"22d";"CN(C)CCC(=O)Nc1cccc2c(S(=O)(=O)c3cccc4ccccc34)n[nH]c12.Cl";"Ki";"'='";"4.8";"nM";"8.32";"";"";"UO_0000065";"19.69";"0.38";"4.88";"8.74";"False";"CHEMBL1647098";"Displacement of [3H]-LSD from cloned human 5-HT6 receptor expressed in human HeLa cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641413";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";"CHEMBL3308376";""
"CHEMBL1642862";"";"0";"416.93";"0";"2.60";"37a";"Cl.NCCNCc1ccc2[nH]nc(S(=O)(=O)c3cccc4ccccc34)c2c1";"Ki";"'='";"12.0";"nM";"7.92";"";"";"UO_0000065";"20.82";"0.40";"5.32";"7.85";"False";"CHEMBL1647098";"Displacement of [3H]-LSD from cloned human 5-HT6 receptor expressed in human HeLa cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641413";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";"CHEMBL3308376";""
"CHEMBL3235744";"";"0";"480.68";"0";"3.53";"28";"CSc1ccccc1N1CCN(CCCCCC(=O)N2Cc3ccccc3C[C@H]2C(N)=O)CC1";"Ki";"'='";"282.0";"nM";"6.55";"";"";"UO_0000065";"13.63";"0.26";"3.02";"9.37";"False";"CHEMBL3412220";"Displacement of [3H]-LSD from human 5HT6 receptor expressed in HEK293 cells after 1 hr";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3407330";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2015";"CHEMBL3307715";""
"CHEMBL4239823";"";"0";"506.70";"1";"4.81";"62";"O=S(=O)(c1cncc2ccccc12)N1CCC[C@H]1CCN1CCN(c2cccc3sccc23)CC1";"Ki";"'='";"116.0";"nM";"6.94";"";"";"UO_0000065";"13.69";"0.27";"2.13";"12.22";"False";"CHEMBL4229954";"Displacement of [3H]LSD from recombinant human 5-HT6R after 120 mins by scintillation counting method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4229332";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";""
"CHEMBL3971039";"";"0";"356.45";"0";"2.62";"13a";"CN[C@@H]1c2cc3c(ccn3S(=O)(=O)c3ccccc3)cc2[C@@H]1CCO";"Ki";"'='";"125.89";"nM";"6.90";"";"";"UO_0000065";"19.36";"0.38";"4.28";"9.67";"False";"CHEMBL3872138";"Displacement of [3H]-LSD from human 5-HT6R expressed in CHO cell membranes by radioligand binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3871306";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"CHEMBL3308072";""
"CHEMBL3916787";"";"0";"370.47";"0";"2.96";"11a";"CN(C)[C@H]1c2cc3ccn(S(=O)(=O)c4ccccc4)c3cc2[C@H]1CCO";"Ki";"'='";"39.81";"nM";"7.40";"";"";"UO_0000065";"19.97";"0.39";"4.44";"11.83";"False";"CHEMBL3872138";"Displacement of [3H]-LSD from human 5-HT6R expressed in CHO cell membranes by radioligand binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3871306";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"CHEMBL3308072";""
"CHEMBL433461";"";"0";"308.37";"0";"0.94";"30a";"CNc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(NC)n1";"Ki";"'='";"55.0";"nM";"7.26";"";"";"UO_0000065";"23.54";"0.47";"6.32";"5.95";"True";"CHEMBL875093";"Binding affinity towards human 5-hydroxytryptamine 6 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145819";"1";"Scientific Literature";"J. Med. Chem.";"2003";"None";""
"CHEMBL316881";"";"0";"322.41";"0";"3.44";"50a";"COc1ccc2c(c1)c(CCN(C)C)cn2C(=O)c1ccccc1";"Ki";"'='";"18.0";"nM";"7.75";"";"";"UO_0000065";"24.02";"0.44";"4.30";"22.47";"True";"CHEMBL620800";"Binding affinity towards human 5-hydroxytryptamine 6 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145819";"1";"Scientific Literature";"J. Med. Chem.";"2003";"None";""
"CHEMBL1201207";"BETAMETHASONE PHOSPHORIC ACID";"4";"472.45";"0";"2.01";"BETAMETHASONE PHOSPHATE";"C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)(O)O";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909108";"DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HeLa";"Membrane";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308376";""
"CHEMBL340978";"BENOXAPROFEN";"4";"301.73";"0";"4.34";"BENOXAPROFEN";"CC(C(=O)O)c1ccc2oc(-c3ccc(Cl)cc3)nc2c1";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909108";"DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HeLa";"Membrane";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308376";""
"CHEMBL4208181";"";"0";"455.47";"0";"3.83";"10";"Cc1cc(C)c(OCCOCCN2CCN(Cc3ccccc3)CC2)c(C)c1.Cl.Cl";"Ki";"'>'";"5000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4195134";"Displacement of [3H]LSD from recombinant human 5-HT6 receptor expressed in CHO cells cell membranes after 60 mins by liquid scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4190389";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2018";"None";""
"CHEMBL4217761";"";"0";"455.47";"0";"3.56";"5";"Cc1cccc(OCCOCCN2CCN(CCc3ccccc3)CC2)c1C.Cl.Cl";"Ki";"'='";"200.0";"nM";"6.70";"";"";"UO_0000065";"17.51";"0.33";"3.14";"26.86";"False";"CHEMBL4195134";"Displacement of [3H]LSD from recombinant human 5-HT6 receptor expressed in CHO cells cell membranes after 60 mins by liquid scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4190389";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2018";"None";""
"CHEMBL3286592";"";"0";"383.47";"0";"2.22";"41";"COc1ccc(S(=O)(=O)n2cc3c4c(cccc42)N2CCNCC2C3)cc1";"Ki";"'='";"168.0";"nM";"6.78";"";"";"UO_0000065";"17.67";"0.34";"4.55";"10.66";"False";"CHEMBL3294611";"Displacement of [3H]LSD from human 5-HT6 receptor expressed in hamster BHK cells after 60 mins by scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BHK";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3286112";"1";"Scientific Literature";"J. Med. Chem.";"2014";"None";""
"CHEMBL38737";"THIOACETAMIDE";"0";"75.14";"0";"0.91";"THIOACETAMIDE";"CC(=N)S";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909108";"DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HeLa";"Membrane";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308376";""
"CHEMBL3233677";"";"0";"622.85";"2";"6.84";"23a";"CC1(C)C(=O)N(Cc2ccc(Cl)cc2Cl)C(=O)N1CCCCCN1CCN(c2ccc(Cl)c(Cl)c2)CC1.Cl";"Ki";"'='";"314.0";"nM";"6.50";"";"";"UO_0000065";"11.09";"0.24";"-0.34";"13.81";"False";"CHEMBL3240451";"Displacement of [3H]-LSD from human recombinant 5-HT6 receptor expressed in HEK293 cell membrane after 1 hr by Microbeta scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3232706";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2014";"CHEMBL3307715";""
"CHEMBL2152930";"";"0";"405.52";"0";"2.61";"Example 8";"COc1ccc(S(=O)(=O)Nc2cccc(C(C)OC)c2)cc1N1CCNCC1";"Ki";"'<'";"20.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL2154196";"Displacement of [3H]-lysergic acid diethylamine from human recombinant 5-HT6 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2150919";"1";"Scientific Literature";"ACS Med. Chem. Lett.";"2012";"None";""
"CHEMBL1454946";"FLUBENDAZOLE";"0";"313.29";"0";"3.11";"FLUBENDAZOLE";"COC(=O)Nc1nc2cc(C(=O)c3ccc(F)cc3)ccc2[nH]1";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909108";"DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HeLa";"Membrane";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308376";""
"CHEMBL515";"CHLORAMBUCIL";"4";"304.22";"0";"3.38";"CHLORAMBUCIL";"O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909108";"DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HeLa";"Membrane";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308376";""
"CHEMBL76237";"";"0";"358.46";"0";"2.99";"9a";"COc1ccc2c(c1)c(CCN(C)C)cn2S(=O)(=O)c1ccccc1";"Ki";"'='";"2.3";"nM";"8.64";"";"";"UO_0000065";"24.10";"0.47";"5.65";"16.76";"True";"CHEMBL899100";"Displacement of [3H]LSD from human 5HT6 receptor expressed in HeLa cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138245";"1";"Scientific Literature";"J. Med. Chem.";"2007";"CHEMBL3308376";""
"CHEMBL238770";"";"0";"338.46";"0";"1.04";"11p";"CN1C=C(S(=O)(=O)n2cc(CCN)c3ccccc32)SC1N";"Ki";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"23.64";"0.50";"6.96";"8.48";"False";"CHEMBL899100";"Displacement of [3H]LSD from human 5HT6 receptor expressed in HeLa cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138245";"1";"Scientific Literature";"J. Med. Chem.";"2007";"CHEMBL3308376";""
"CHEMBL1255837";"DIHYDROERGOCRISTINE MESYLATE";"0";"707.85";"1";"2.72";"DIHYDROERGOCRISTINE MESYLATE";"CC(C)[C@@]1(NC(=O)[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O.CS(=O)(=O)O";"Ki";"'='";"19.0";"nM";"7.72";"";"";"UO_0000065";"12.62";"0.23";"5.00";"6.53";"False";"CHEMBL1909108";"DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HeLa";"Membrane";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308376";""
