baid,activity,aid,sid,cid,geneid,pmid,aidtype,aidmdate,hasdrc,rnai,protacxn,acname,acqualifier,acvalue,aidsrcname,aidname,cmpdname,targetname,targeturl,ecs,repacxn,taxids,cellids,targettaxid
355742695,Active,1335238,103468646,10154392,3362,27560283,Confirmatory,20180907,0,0,P50406,Ki,=,0.0003,ChEMBL,Displacement of [3H]-LSD from human recombinant 5-HT6 receptor expressed in CHOK1 cell membranes measured after 60 mins by scintillation counter,1-(Phenylsulfonyl)-4-(1-piperazinyl)-1h-indole,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,198,
355742696,Active,1335238,374264408,134130116,3362,27560283,Confirmatory,20180907,0,0,P50406,Ki,=,0.01,ChEMBL,Displacement of [3H]-LSD from human recombinant 5-HT6 receptor expressed in CHOK1 cell membranes measured after 60 mins by scintillation counter,"N-[2-[4-[1-(benzenesulfonyl)indol-4-yl]piperazin-1-yl]ethyl]-1,2,3,4-tetrahydroacridin-9-amine",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,198,
355742697,Active,1335238,374264553,134130237,3362,27560283,Confirmatory,20180907,0,0,P50406,Ki,=,0.01,ChEMBL,Displacement of [3H]-LSD from human recombinant 5-HT6 receptor expressed in CHOK1 cell membranes measured after 60 mins by scintillation counter,3-[4-[1-(benzenesulfonyl)indol-4-yl]piperazin-1-yl]-N-benzyl-N-methylpropan-1-amine,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,198,
355742698,Active,1335238,374264619,134130269,3362,27560283,Confirmatory,20180907,0,0,P50406,Ki,=,0.013,ChEMBL,Displacement of [3H]-LSD from human recombinant 5-HT6 receptor expressed in CHOK1 cell membranes measured after 60 mins by scintillation counter,N-[2-[4-[1-(benzenesulfonyl)indol-4-yl]piperazin-1-yl]ethyl]-1-benzylpyrrolidin-3-amine,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,198,
355742699,Active,1335238,374266164,134131296,3362,27560283,Confirmatory,20180907,0,0,P50406,Ki,=,0.039,ChEMBL,Displacement of [3H]-LSD from human recombinant 5-HT6 receptor expressed in CHOK1 cell membranes measured after 60 mins by scintillation counter,N-[2-[4-[1-(benzenesulfonyl)indol-4-yl]piperazin-1-yl]ethyl]-1-benzylpiperidin-4-amine,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,198,
355742700,Active,1335238,374266230,134131347,3362,27560283,Confirmatory,20180907,0,0,P50406,Ki,=,0.036,ChEMBL,Displacement of [3H]-LSD from human recombinant 5-HT6 receptor expressed in CHOK1 cell membranes measured after 60 mins by scintillation counter,"N-[7-[4-[1-(benzenesulfonyl)indol-4-yl]piperazin-1-yl]heptyl]-1,2,3,4-tetrahydroacridin-9-amine",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,198,
355742753,Active,1335238,374265033,134130564,3362,27560283,Confirmatory,20180907,0,0,P50406,Ki,=,0.002,ChEMBL,Displacement of [3H]-LSD from human recombinant 5-HT6 receptor expressed in CHOK1 cell membranes measured after 60 mins by scintillation counter,6-[4-[1-(benzenesulfonyl)indol-4-yl]piperazin-1-yl]-N-benzylhexan-1-amine,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,198,
355742754,Active,1335238,374265615,134130920,3362,27560283,Confirmatory,20180907,0,0,P50406,Ki,=,0.002,ChEMBL,Displacement of [3H]-LSD from human recombinant 5-HT6 receptor expressed in CHOK1 cell membranes measured after 60 mins by scintillation counter,N-[3-[4-[1-(benzenesulfonyl)indol-4-yl]piperazin-1-yl]propyl]-1-benzylpiperidin-4-amine,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,198,
355742755,Active,1335238,374265907,134131115,3362,27560283,Confirmatory,20180907,0,0,P50406,Ki,=,0.016,ChEMBL,Displacement of [3H]-LSD from human recombinant 5-HT6 receptor expressed in CHOK1 cell membranes measured after 60 mins by scintillation counter,3-[4-[1-(benzenesulfonyl)indol-4-yl]piperazin-1-yl]-N-benzylpropan-1-amine,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,198,
355742756,Active,1335238,374266108,134131252,3362,27560283,Confirmatory,20180907,0,0,P50406,Ki,=,0.002,ChEMBL,Displacement of [3H]-LSD from human recombinant 5-HT6 receptor expressed in CHOK1 cell membranes measured after 60 mins by scintillation counter,"N-[6-[4-[1-(benzenesulfonyl)indol-4-yl]piperazin-1-yl]hexyl]-1,2,3,4-tetrahydroacridin-9-amine",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,198,
355742757,Active,1335238,374266178,134131307,3362,27560283,Confirmatory,20180907,0,0,P50406,Ki,=,0.004,ChEMBL,Displacement of [3H]-LSD from human recombinant 5-HT6 receptor expressed in CHOK1 cell membranes measured after 60 mins by scintillation counter,4-[4-[1-(benzenesulfonyl)indol-4-yl]piperazin-1-yl]-N-benzyl-N-methylbutan-1-amine,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,198,
355742758,Active,1335238,374266442,134131482,3362,27560283,Confirmatory,20180907,0,0,P50406,Ki,=,0.036,ChEMBL,Displacement of [3H]-LSD from human recombinant 5-HT6 receptor expressed in CHOK1 cell membranes measured after 60 mins by scintillation counter,"N-[8-[4-[1-(benzenesulfonyl)indol-4-yl]piperazin-1-yl]octyl]-1,2,3,4-tetrahydroacridin-9-amine",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,198,
355742759,Active,1335238,374263995,134129897,3362,27560283,Confirmatory,20180907,0,0,P50406,Ki,=,0.008,ChEMBL,Displacement of [3H]-LSD from human recombinant 5-HT6 receptor expressed in CHOK1 cell membranes measured after 60 mins by scintillation counter,5-[4-[1-(benzenesulfonyl)indol-4-yl]piperazin-1-yl]-N-benzylpentan-1-amine,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,198,
355742760,Active,1335238,374264279,134130058,3362,27560283,Confirmatory,20180907,0,0,P50406,Ki,=,0.01,ChEMBL,Displacement of [3H]-LSD from human recombinant 5-HT6 receptor expressed in CHOK1 cell membranes measured after 60 mins by scintillation counter,5-[4-[1-(benzenesulfonyl)indol-4-yl]piperazin-1-yl]-N-benzyl-N-methylpentan-1-amine,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,198,
355742761,Active,1335238,374264293,134130069,3362,27560283,Confirmatory,20180907,0,0,P50406,Ki,=,0.008,ChEMBL,Displacement of [3H]-LSD from human recombinant 5-HT6 receptor expressed in CHOK1 cell membranes measured after 60 mins by scintillation counter,"N-[5-[4-[1-(benzenesulfonyl)indol-4-yl]piperazin-1-yl]pentyl]-1,2,3,4-tetrahydroacridin-9-amine",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,198,
355742762,Active,1335238,374264986,134130529,3362,27560283,Confirmatory,20180907,0,0,P50406,Ki,=,0.015,ChEMBL,Displacement of [3H]-LSD from human recombinant 5-HT6 receptor expressed in CHOK1 cell membranes measured after 60 mins by scintillation counter,2-[4-[1-(benzenesulfonyl)indol-4-yl]piperazin-1-yl]-N-benzyl-N-methylethanamine,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,198,
355742763,Active,1335238,374264253,134130034,3362,27560283,Confirmatory,20180907,0,0,P50406,Ki,=,0.016,ChEMBL,Displacement of [3H]-LSD from human recombinant 5-HT6 receptor expressed in CHOK1 cell membranes measured after 60 mins by scintillation counter,N-[4-[4-[1-(benzenesulfonyl)indol-4-yl]piperazin-1-yl]butyl]-1-benzylpiperidin-4-amine;hydrochloride,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,198,
355742764,Active,1335238,374264507,134130197,3362,27560283,Confirmatory,20180907,0,0,P50406,Ki,=,0.008,ChEMBL,Displacement of [3H]-LSD from human recombinant 5-HT6 receptor expressed in CHOK1 cell membranes measured after 60 mins by scintillation counter,4-[4-[1-(benzenesulfonyl)indol-4-yl]piperazin-1-yl]-N-benzylbutan-1-amine,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,198,
355742765,Active,1335238,374264805,134130413,3362,27560283,Confirmatory,20180907,0,0,P50406,Ki,=,0.006,ChEMBL,Displacement of [3H]-LSD from human recombinant 5-HT6 receptor expressed in CHOK1 cell membranes measured after 60 mins by scintillation counter,"N-[3-[4-[1-(benzenesulfonyl)indol-4-yl]piperazin-1-yl]propyl]-1,2,3,4-tetrahydroacridin-9-amine",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,198,
355742766,Active,1335238,374264874,134130472,3362,27560283,Confirmatory,20180907,0,0,P50406,Ki,=,0.012,ChEMBL,Displacement of [3H]-LSD from human recombinant 5-HT6 receptor expressed in CHOK1 cell membranes measured after 60 mins by scintillation counter,2-[4-[1-(benzenesulfonyl)indol-4-yl]piperazin-1-yl]-N-benzylethanamine,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,198,
355743655,Active,1332298,374294269,134139144,3362,28029458,Confirmatory,20180907,0,0,P50406,Ki,=,0.31623,ChEMBL,Displacement of [3H]-LSD from human 5-HT6R expressed in CHO cell membranes by radioligand binding assay,"2-[(4S,5R)-9-(benzenesulfonyl)-5-(dimethylamino)-9-azatricyclo[6.3.0.03,6]undeca-1,3(6),7,10-tetraen-4-yl]ethanol",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,197,
355743656,Active,1332298,374308226,132495282,3362,28029458,Confirmatory,20180907,0,0,P50406,Ki,=,0.03981,ChEMBL,Displacement of [3H]-LSD from human 5-HT6R expressed in CHO cell membranes by radioligand binding assay,"(8R,9R)-1-(Phenylsulfonyl)-8-(2-hydroxyethyl)-9-(dimethylamino)-5,6-ethano-1H-indole",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,197,
355743657,Active,1332298,374352145,134155367,3362,28029458,Confirmatory,20180907,0,0,P50406,Ki,=,0.01,ChEMBL,Displacement of [3H]-LSD from human 5-HT6R expressed in CHO cell membranes by radioligand binding assay,"2-[(4R,5R)-9-(benzenesulfonyl)-4-(methylamino)-9-azatricyclo[6.3.0.03,6]undeca-1,3(6),7,10-tetraen-5-yl]ethanol",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,197,
355743658,Active,1332298,374267959,134131970,3362,28029458,Confirmatory,20180907,0,0,P50406,Ki,=,0.07943,ChEMBL,Displacement of [3H]-LSD from human 5-HT6R expressed in CHO cell membranes by radioligand binding assay,"N-[4-[2-[[3-(benzenesulfonyl)-6,7-dihydrocyclobuta[e]indol-7-yl]methyl-methylamino]ethyl]phenyl]acetamide",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,197,
355743659,Active,1332298,374269574,134132432,3362,28029458,Confirmatory,20180907,0,0,P50406,Ki,=,0.02512,ChEMBL,Displacement of [3H]-LSD from human 5-HT6R expressed in CHO cell membranes by radioligand binding assay,"2-[(6S,7S)-3-(benzenesulfonyl)-6-(methylamino)-6,7-dihydrocyclobuta[e]indol-7-yl]ethanol",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,197,
355743660,Active,1332298,374286075,134136921,3362,28029458,Confirmatory,20180907,0,0,P50406,Ki,=,0.003981,ChEMBL,Displacement of [3H]-LSD from human 5-HT6R expressed in CHO cell membranes by radioligand binding assay,"2-[(4S,5R)-9-(benzenesulfonyl)-4-(methylamino)-9-azatricyclo[6.3.0.03,6]undeca-1,3(6),7,10-tetraen-5-yl]ethanol",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,197,
355743661,Active,1332298,374322975,134147097,3362,28029458,Confirmatory,20180907,0,0,P50406,Ki,=,0.001,ChEMBL,Displacement of [3H]-LSD from human 5-HT6R expressed in CHO cell membranes by radioligand binding assay,"N-methyl-1-(3-naphthalen-1-ylsulfonyl-6,7-dihydrocyclobuta[e]indol-7-yl)methanamine",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,197,
355743662,Active,1332298,374324946,134147644,3362,28029458,Confirmatory,20180907,0,0,P50406,Ki,=,0.31623,ChEMBL,Displacement of [3H]-LSD from human 5-HT6R expressed in CHO cell membranes by radioligand binding assay,"2-[(4S,5S)-9-(benzenesulfonyl)-5-(dimethylamino)-9-azatricyclo[6.3.0.03,6]undeca-1,3(6),7,10-tetraen-4-yl]ethanol",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,197,
355743663,Active,1332298,374335326,134150535,3362,28029458,Confirmatory,20180907,0,0,P50406,Ki,=,0.15849,ChEMBL,Displacement of [3H]-LSD from human 5-HT6R expressed in CHO cell membranes by radioligand binding assay,"2-[(4S,5R)-9-(benzenesulfonyl)-5-(methylamino)-9-azatricyclo[6.3.0.03,6]undeca-1,3(6),7,10-tetraen-4-yl]ethanol",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,197,
355743664,Active,1332298,374336544,134150900,3362,28029458,Confirmatory,20180907,0,0,P50406,Ki,=,0.19953,ChEMBL,Displacement of [3H]-LSD from human 5-HT6R expressed in CHO cell membranes by radioligand binding assay,"2-[(6S,7R)-3-(benzenesulfonyl)-7-(methylamino)-6,7-dihydrocyclobuta[e]indol-6-yl]ethanol",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,197,
355743665,Active,1332298,374340137,134151926,3362,28029458,Confirmatory,20180907,0,0,P50406,Ki,=,0.15849,ChEMBL,Displacement of [3H]-LSD from human 5-HT6R expressed in CHO cell membranes by radioligand binding assay,"2-[(6R,7S)-3-(benzenesulfonyl)-6-(methylamino)-6,7-dihydrocyclobuta[e]indol-7-yl]ethanol",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,197,
355743666,Active,1332298,374345921,134153624,3362,28029458,Confirmatory,20180907,0,0,P50406,Ki,=,0.12589,ChEMBL,Displacement of [3H]-LSD from human 5-HT6R expressed in CHO cell membranes by radioligand binding assay,"2-[(4S,5S)-9-(benzenesulfonyl)-5-(methylamino)-9-azatricyclo[6.3.0.03,6]undeca-1,3(6),7,10-tetraen-4-yl]ethanol",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,197,
355743720,Active,1332298,374290144,134137966,3362,28029458,Confirmatory,20180907,0,0,P50406,Ki,=,0.001585,ChEMBL,Displacement of [3H]-LSD from human 5-HT6R expressed in CHO cell membranes by radioligand binding assay,"1-[3-(benzenesulfonyl)-6,7-dihydrocyclobuta[e]indol-7-yl]-N-methylmethanamine",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,197,
355743721,Active,1332298,374328501,134148634,3362,28029458,Confirmatory,20180907,0,0,P50406,Ki,=,0.15849,ChEMBL,Displacement of [3H]-LSD from human 5-HT6R expressed in CHO cell membranes by radioligand binding assay,"(2R,8S)-12-(benzenesulfonyl)-5,12-diazatetracyclo[7.7.0.02,8.011,15]hexadeca-1(9),10,13,15-tetraene",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,197,
355743722,Active,1332298,374354680,134156091,3362,28029458,Confirmatory,20180907,0,0,P50406,Ki,=,0.001,ChEMBL,Displacement of [3H]-LSD from human 5-HT6R expressed in CHO cell membranes by radioligand binding assay,"N-methyl-1-(9-naphthalen-1-ylsulfonyl-9-azatricyclo[6.3.0.03,6]undeca-1,3(6),7,10-tetraen-5-yl)methanamine",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,197,
355743723,Active,1332298,374264062,134129927,3362,28029458,Confirmatory,20180907,0,0,P50406,Ki,=,0.05012,ChEMBL,Displacement of [3H]-LSD from human 5-HT6R expressed in CHO cell membranes by radioligand binding assay,"(10S,16R)-5-(benzenesulfonyl)-5,13-diazatetracyclo[7.7.0.02,6.010,16]hexadeca-1(9),2(6),3,7-tetraene",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,197,
355743724,Active,1332298,374287025,134137152,3362,28029458,Confirmatory,20180907,0,0,P50406,Ki,=,0.007943,ChEMBL,Displacement of [3H]-LSD from human 5-HT6R expressed in CHO cell membranes by radioligand binding assay,"2-[(6R,7R)-3-(benzenesulfonyl)-7-(methylamino)-6,7-dihydrocyclobuta[e]indol-6-yl]ethanol",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,197,
355743725,Active,1332298,374316855,132495283,3362,28029458,Confirmatory,20180907,0,0,P50406,Ki,=,0.01259,ChEMBL,Displacement of [3H]-LSD from human 5-HT6R expressed in CHO cell membranes by radioligand binding assay,"(8R,9S)-1-(Phenylsulfonyl)-8-(2-hydroxyethyl)-9-(dimethylamino)-5,6-ethano-1H-indole",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,197,
355808068,Active,1298527,336897851,127045871,3362,27117428,Confirmatory,20180906,0,0,P50406,Ki,=,0.012,ChEMBL,Displacement of [3H]LSD from human 5HT6 receptor in HEK293 cell membrane incubated for 1 hr by scintillation counting method,"4-(2,5-Dimethylthiophen-3-yl)-6-(4-methylpiperazin-1-yl)-1-(2-methylpropylsulfonyl)pyrrolo[2,3-b]pyridine",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,45,
355808069,Active,1298527,336897852,127045872,3362,27117428,Confirmatory,20180906,0,0,P50406,Ki,=,0.129,ChEMBL,Displacement of [3H]LSD from human 5HT6 receptor in HEK293 cell membrane incubated for 1 hr by scintillation counting method,"3,5-Dimethyl-4-[6-(4-methylpiperazin-1-yl)-1-(2-methylpropylsulfonyl)pyrrolo[2,3-b]pyridin-4-yl]-1,2-oxazole",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,45,
355808070,Active,1298527,336897853,127045873,3362,27117428,Confirmatory,20180906,0,0,P50406,Ki,=,0.054,ChEMBL,Displacement of [3H]LSD from human 5HT6 receptor in HEK293 cell membrane incubated for 1 hr by scintillation counting method,"6-(4-Methylpiperazin-1-yl)-1-methylsulfonyl-4-[4-(trifluoromethyl)phenyl]pyrrolo[2,3-b]pyridine",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,45,
355808071,Active,1298527,336897854,127045874,3362,27117428,Confirmatory,20180906,0,0,P50406,Ki,=,0.006,ChEMBL,Displacement of [3H]LSD from human 5HT6 receptor in HEK293 cell membrane incubated for 1 hr by scintillation counting method,"6-(4-Methylpiperazin-1-yl)-1-propan-2-ylsulfonyl-4-[4-(trifluoromethyl)phenyl]pyrrolo[2,3-b]pyridine",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,45,
355808072,Active,1298527,336899155,127046815,3362,27117428,Confirmatory,20180906,0,0,P50406,Ki,=,0.29,ChEMBL,Displacement of [3H]LSD from human 5HT6 receptor in HEK293 cell membrane incubated for 1 hr by scintillation counting method,"6-(4-Methylpiperazin-1-yl)-1-(2-methylpropylsulfonyl)-4-(4-phenylmethoxyphenyl)pyrrolo[2,3-b]pyridine",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,45,
355808073,Active,1298527,336899156,137210067,3362,27117428,Confirmatory,20180906,0,0,P50406,Ki,=,0.022,ChEMBL,Displacement of [3H]LSD from human 5HT6 receptor in HEK293 cell membrane incubated for 1 hr by scintillation counting method,"4-[6-(4-Methylpiperazin-1-yl)-1-(2-methylpropylsulfonyl)pyrrolo[2,3-b]pyridin-4-yl]phenol",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,45,
355808074,Active,1298527,336900716,127047901,3362,27117428,Confirmatory,20180906,0,0,P50406,Ki,=,0.002,ChEMBL,Displacement of [3H]LSD from human 5HT6 receptor in HEK293 cell membrane incubated for 1 hr by scintillation counting method,"4-(4-Methoxyphenyl)-6-(4-methylpiperazin-1-yl)-1-(2-methylpropylsulfonyl)pyrrolo[2,3-b]pyridine",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,45,
355808075,Active,1298527,336900216,127047537,3362,27117428,Confirmatory,20180906,0,0,P50406,Ki,=,0.007,ChEMBL,Displacement of [3H]LSD from human 5HT6 receptor in HEK293 cell membrane incubated for 1 hr by scintillation counting method,"6-(4-Methylpiperazin-1-yl)-1-(oxan-4-ylsulfonyl)-4-[4-(trifluoromethyl)phenyl]pyrrolo[2,3-b]pyridine",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,45,
355808076,Active,1298527,336900217,127047538,3362,27117428,Confirmatory,20180906,0,0,P50406,Ki,=,0.008,ChEMBL,Displacement of [3H]LSD from human 5HT6 receptor in HEK293 cell membrane incubated for 1 hr by scintillation counting method,"1-(2-Methoxyethylsulfonyl)-6-(4-methylpiperazin-1-yl)-4-[4-(trifluoromethyl)phenyl]pyrrolo[2,3-b]pyridine",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,45,
355808077,Active,1298527,336900401,127047680,3362,27117428,Confirmatory,20180906,0,0,P50406,Ki,=,0.003,ChEMBL,Displacement of [3H]LSD from human 5HT6 receptor in HEK293 cell membrane incubated for 1 hr by scintillation counting method,"1-(2-Methylpropylsulfonyl)-6-piperazin-1-yl-4-[4-(trifluoromethyl)phenyl]pyrrolo[2,3-b]pyridine",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,45,
355808078,Active,1298527,336900713,127046982,3362,27117428,Confirmatory,20180906,0,0,P50406,Ki,=,0.004,ChEMBL,Displacement of [3H]LSD from human 5HT6 receptor in HEK293 cell membrane incubated for 1 hr by scintillation counting method,"6-(4-Methylpiperazin-1-yl)-1-(2-methylpropylsulfonyl)-4-[4-(trifluoromethyl)phenyl]pyrrolo[2,3-b]pyridine",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,45,
355808079,Active,1298527,336900715,127047900,3362,27117428,Confirmatory,20180906,0,0,P50406,Ki,=,0.024,ChEMBL,Displacement of [3H]LSD from human 5HT6 receptor in HEK293 cell membrane incubated for 1 hr by scintillation counting method,"6-(4-Methylpiperazin-1-yl)-1-(2-methylpropylsulfonyl)-4-[2-(trifluoromethyl)phenyl]pyrrolo[2,3-b]pyridine",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,45,
355808081,Active,1298527,336899376,127046963,3362,27117428,Confirmatory,20180906,0,0,P50406,Ki,=,0.036,ChEMBL,Displacement of [3H]LSD from human 5HT6 receptor in HEK293 cell membrane incubated for 1 hr by scintillation counting method,"6-(4-Methylpiperazin-1-yl)-1-(2-methylpropylsulfonyl)-4-pyridin-3-ylpyrrolo[2,3-b]pyridine",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,45,
355808082,Active,1298527,336900546,127047776,3362,27117428,Confirmatory,20180906,0,0,P50406,Ki,=,0.016,ChEMBL,Displacement of [3H]LSD from human 5HT6 receptor in HEK293 cell membrane incubated for 1 hr by scintillation counting method,"6-(4-Methylpiperazin-1-yl)-1-(2-methylpropylsulfonyl)-4-phenylpyrrolo[2,3-b]pyridine",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,45,
355808083,Active,1298527,336900714,127047899,3362,27117428,Confirmatory,20180906,0,0,P50406,Ki,=,0.048,ChEMBL,Displacement of [3H]LSD from human 5HT6 receptor in HEK293 cell membrane incubated for 1 hr by scintillation counting method,"6-(4-Methylpiperazin-1-yl)-1-(2-methylpropylsulfonyl)-4-[3-(trifluoromethyl)phenyl]pyrrolo[2,3-b]pyridine",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,45,
355808084,Active,1298527,336899157,127046817,3362,27117428,Confirmatory,20180906,0,0,P50406,Ki,=,0.007,ChEMBL,Displacement of [3H]LSD from human 5HT6 receptor in HEK293 cell membrane incubated for 1 hr by scintillation counting method,"4-[6-(4-Methylpiperazin-1-yl)-1-(2-methylpropylsulfonyl)pyrrolo[2,3-b]pyridin-4-yl]benzonitrile",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,45,
355808105,Active,1298527,336900712,127047898,3362,27117428,Confirmatory,20180906,0,0,P50406,Ki,=,0.011,ChEMBL,Displacement of [3H]LSD from human 5HT6 receptor in HEK293 cell membrane incubated for 1 hr by scintillation counting method,"4-(4-Ethylphenyl)-6-(4-methylpiperazin-1-yl)-1-(2-methylpropylsulfonyl)pyrrolo[2,3-b]pyridine",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,45,
355808106,Active,1298527,336897557,127045665,3362,27117428,Confirmatory,20180906,0,0,P50406,Ki,=,0.231,ChEMBL,Displacement of [3H]LSD from human 5HT6 receptor in HEK293 cell membrane incubated for 1 hr by scintillation counting method,"5-[6-(4-methylpiperazin-1-yl)-1-(2-methylpropylsulfonyl)pyrrolo[2,3-b]pyridin-4-yl]-1H-pyridin-2-one",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,45,
355808107,Active,1298527,336897850,127045870,3362,27117428,Confirmatory,20180906,0,0,P50406,Ki,=,0.087,ChEMBL,Displacement of [3H]LSD from human 5HT6 receptor in HEK293 cell membrane incubated for 1 hr by scintillation counting method,"6-(4-Methylpiperazin-1-yl)-1-(2-methylpropylsulfonyl)-4-(1-methylpyrazol-4-yl)pyrrolo[2,3-b]pyridine",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,45,
355808108,Active,1298527,336899159,127046819,3362,27117428,Confirmatory,20180906,0,0,P50406,Ki,=,0.005,ChEMBL,Displacement of [3H]LSD from human 5HT6 receptor in HEK293 cell membrane incubated for 1 hr by scintillation counting method,"4-(1H-indol-5-yl)-6-(4-methylpiperazin-1-yl)-1-(2-methylpropylsulfonyl)pyrrolo[2,3-b]pyridine",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,45,
355808109,Active,1298527,336900215,127047536,3362,27117428,Confirmatory,20180906,0,0,P50406,Ki,=,0.015,ChEMBL,Displacement of [3H]LSD from human 5HT6 receptor in HEK293 cell membrane incubated for 1 hr by scintillation counting method,"1-Cyclohexylsulfonyl-6-(4-methylpiperazin-1-yl)-4-[4-(trifluoromethyl)phenyl]pyrrolo[2,3-b]pyridine",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,45,
355808128,Active,1298530,336900713,127046982,3362,27117428,Confirmatory,20180906,0,0,P50406,Kb,=,0.25,ChEMBL,Antagonist activity at human recombinant 5HT6 receptor expressed in CHO cells assessed as inhibition of serotonin-induced cAMP level incubated for 30 mins by HTRF method,"6-(4-Methylpiperazin-1-yl)-1-(2-methylpropylsulfonyl)-4-[4-(trifluoromethyl)phenyl]pyrrolo[2,3-b]pyridine",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,197,
